"","Year","Area","Street.2"
"3226",2012,"Unknown","Sutton New Road, Erdington"
"3232",2012,"Unknown","Sutton Town Centre"
"3244",2012,"Unknown","Sutton Town Centre Outside Moo Moo's"
"3245",2012,"Unknown","Sycamore Road, Erdingon"
"3246",2012,"Unknown","Tamworth Road, Sutton Coldfield"
"3247",2012,"Unknown","Tangmere Drive, Castle Vale"
"3248",2012,"Unknown","The Gardens, Erdington"
"3249",2012,"Unknown","The Green House, Four Oaks, Birmingham"
"3250",2012,"Unknown","The Green House, Four Oaks, Sutton Coldfield"
"3251",2012,"Unknown","The Parade"
"3254",2012,"Unknown","The Parade S/C"
"3255",2012,"Unknown","The Parade Suttontown Centre"
"3256",2012,"Unknown","The Parade, Sutton Coldfield"
"3264",2012,"Unknown","The Parade, Sutton Coldfield."
"3265",2012,"Unknown","The Wylde Green Public House"
"3266",2012,"Unknown","Turnhouse Road, Castle Vale"
"3267",2012,"Unknown","Unknown"
"3268",2012,"Unknown","Victoria Road, Sutton Coldfield"
"3269",2012,"Unknown","Walmley Ash Rd"
"3270",2012,"Unknown","Water Orton Lane"
"3271",2012,"Unknown","William Hill, Wylde Green"
"3272",2012,"Unknown","Witton Lodge Road"
"3273",2012,"Unknown","Woodacre Road, Erdington"
"3276",2012,"Unknown","Woodington Road"
"3277",2012,"Unknown","Wootton Grove, Kingstanding, Birmingham"
"3278",2012,"Unknown","Yatesbury Avenue, Castle Vale"
"3279",2012,"Unknown","A38 Northfield"
"3280",2012,"Unknown","Abdon Ave"
"3281",2012,"Unknown","Alcester Rd"
"3282",2012,"Unknown","Alcester Road South"
"3283",2012,"Unknown","Aldersmead Road"
"3284",2012,"Unknown","Alwold Road"
"3285",2012,"Unknown","Belgrave Middleway"
"3286",2012,"Unknown","Black Horse Public House Carpark"
"3287",2012,"Unknown","Boleyn Road"
"3288",2012,"Unknown","Bomerfield Road"
"3289",2012,"Unknown","Bond St, City Centre"
"3292",2012,"Unknown","Bournville Lane Front Office"
"3293",2012,"Unknown","Bournville Lane Police Station"
"3294",2012,"Unknown","Bournville P.s."
"3295",2012,"Unknown","Bournville Police Station"
"3296",2012,"Unknown","Braceby Avenue"
"3297",2012,"Unknown","Brandwood Park Rd"
"3298",2012,"Unknown","Bristol Rd South, Northfield"
"3308",2012,"Unknown","Bristol Road Northfield"
"3309",2012,"Unknown","Bristol Road Opposite Royal Orthopaedic"
"3310",2012,"Unknown","Bristol Road Selly Oak"
"3315",2012,"Unknown","Bristol Road Selly Oak Near Gun Barrels Ph"
"3318",2012,"Unknown","Bristol Road, Bournville"
"3319",2012,"Unknown","Bristol Road, Selly Oak"
"3320",2012,"Unknown","Brook Lane Billesley"
"3321",2012,"Unknown","Brookfield Road"
"3322",2012,"Unknown","Bunbury Road"
"3323",2012,"Unknown","Church Road"
"3324",2012,"Unknown","Church Road, Edgbaston"
"3325",2012,"Unknown","Church Road, Moseley"
"3326",2012,"Unknown","City Road"
"3327",2012,"Unknown","Corn Mill Close Bartley Green"
"3328",2012,"Unknown","Cotteridge Island"
"3329",2012,"Unknown","Devon Road"
"3330",2012,"Unknown","Dogpool Lane"
"3331",2012,"Unknown","Each Way Lane, Rubery"
"3332",2012,"Unknown","Edgewood Road"
"3333",2012,"Unknown","Edgwood Road"
"3334",2012,"Unknown","Edward Road, Balsall Heath"
"3335",2012,"Unknown","Fordhouse Lane"
"3336",2012,"Unknown","Fredrick Road"
"3337",2012,"Unknown","Gillot Road, Edgbaston"
"3338",2012,"Unknown","Gillott Road, Edgbaston"
"3339",2012,"Unknown","Gorsley Piece"
"3340",2012,"Unknown","Great Park Public House, Rubery"
"3341",2012,"Unknown","Great Park Rubery"
"3342",2012,"Unknown","Grovelly  Lane"
"3343",2012,"Unknown","Hagley Road"
"3348",2012,"Unknown","Hagley Road, Birmingham"
"3349",2012,"Unknown","Hagley Road, Edgbaston"
"3351",2012,"Unknown","Harborne Hall, Hotel, Harborne"
"3352",2012,"Unknown","Harborne Park Road"
"3353",2012,"Unknown","Harbourne High Street"
"3354",2012,"Unknown","Haunch Lane"
"3355",2012,"Unknown","Hawkshurst Road"
"3356",2012,"Unknown","Healey Road, Selly Oak"
"3357",2012,"Unknown","Heather House, Kings Norton"
"3358",2012,"Unknown","Heaton Drive"
"3359",2012,"Unknown","Hgaley Road"
"3360",2012,"Unknown","High St Harborne"
"3362",2012,"Unknown","High Street Harborne"
"3366",2012,"Unknown","High Street Harbourne"
"3367",2012,"Unknown","High Street Hraborn"
"3368",2012,"Unknown","High Street, Haborne"
"3369",2012,"Unknown","High Street, Harbourne"
"3370",2012,"Unknown","Hillwood Rd"
"3371",2012,"Unknown","Hindhead Road"
"3372",2012,"Unknown","Hisgh Street Stourbridege"
"3373",2012,"Unknown","Hollybank Road"
"3374",2012,"Unknown","Holybank Road"
"3375",2012,"Unknown","Houldy Road"
"3376",2012,"Unknown","Hubert Croft"
"3377",2012,"Unknown","Hurst Street"
"3378",2012,"Unknown","Jenners Lane"
"3379",2012,"Unknown","Jowetts Lane"
"3380",2012,"Unknown","Katie Road"
"3381",2012,"Unknown","Kitwell Lane"
"3382",2012,"Unknown","Linden Road"
"3384",2012,"Unknown","Lofthouse Crescent"
"3385",2012,"Unknown","Longbridge Lane"
"3386",2012,"Unknown","Lottie Road Selly Oak"
"3387",2012,"Unknown","Lynsey Avenue, Northfield"
"3388",2012,"Unknown","Masshouse Ph"
"3389",2012,"Unknown","Maypole Grove"
"3390",2012,"Unknown","Merritts Brook Lane, Northfield"
"3391",2012,"Unknown","Metchley Lane, Harborne"
"3392",2012,"Unknown","Metchley Park Road"
"3393",2012,"Unknown","Miles Road"
"3394",2012,"Unknown","Millbrook Drive Northfield"
"3395",2012,"Unknown","Milner Road"
"3396",2012,"Unknown","Moor Street"
"3397",2012,"Unknown","Moor Street Railway Station"
"3398",2012,"Unknown","Morrisons, Rubery"
"3399",2012,"Unknown","Navigation Pub, Kings Norton"
"3400",2012,"Unknown","Newbury Lane"
"3401",2012,"Unknown","Norhtfield High Street"
"3402",2012,"Unknown","Northfield Road, Northfield"
"3403",2012,"Unknown","Outside Goose Public House, Bristol Road, Selly Oak"
"3404",2012,"Unknown","Park Way Rubery"
"3405",2012,"Unknown","Parkdale Drive"
"3406",2012,"Unknown","Payne Street"
"3411",2012,"Unknown","Pershore Road Cotteridge"
"3412",2012,"Unknown","Pershore Road South"
"3413",2012,"Unknown","Piddock Rd"
"3414",2012,"Unknown","Piddock Road Smethwick"
"3417",2012,"Unknown","Pineapple Road"
"3418",2012,"Unknown","Premier Inn, Great Park"
"3419",2012,"Unknown","Priory Road"
"3420",2012,"Unknown","Q E A And E Metchley Park Road"
"3421",2012,"Unknown","Qe Hospital"
"3422",2012,"Unknown","Queen Elizabeth Hospital"
"3424",2012,"Unknown","Quinton Road"
"3425",2012,"Unknown","Ridgeacre Road"
"3427",2012,"Unknown","Safernake Close"
"3428",2012,"Unknown","Sandon Road"
"3429",2012,"Unknown","Sandon Road, Edgbaston"
"3430",2012,"Unknown","Selly Oak Railway Station"
"3432",2012,"Unknown","Shannon Road"
"3433",2012,"Unknown","Shenly Lane"
"3434",2012,"Unknown","Sir Herbert Austin Way"
"3435",2012,"Unknown","Smithy Hotel, Hagley Road"
"3436",2012,"Unknown","Solihull High Street"
"3437",2012,"Unknown","St Mary's Hospice"
"3438",2012,"Unknown","Stonehouse Lane"
"3439",2012,"Unknown","Stonehouse Public House"
"3441",2012,"Unknown","The Fold"
"3442",2012,"Unknown","The Navigation Public House, Kings Norton"
"3443",2012,"Unknown","Tiverton Road"
"3444",2012,"Unknown","Trittiford Road"
"3445",2012,"Unknown","University Birmingham"
"3446",2012,"Unknown","Victoria Steet Small Heath"
"3447",2012,"Unknown","Wareham Road"
"3448",2012,"Unknown","Warwick Crest"
"3449",2012,"Unknown","Watford Road Coteridge"
"3450",2012,"Unknown","Wellington Road"
"3453",2012,"Unknown","West Boulevard"
"3454",2012,"Unknown","West Cliff Place"
"3455",2012,"Unknown","White Horse Public House"
"3456",2012,"Unknown","Willetts Rd, Turves Green"
"3457",2012,"Unknown","Woodthrop Road"
"3458",2012,"Unknown","Worlds End Lane, Quinton"
"3459",2012,"Unknown","Wychal Lane"
"3462",2012,"Unknown","Wychall Rd, Kings Norton"
"3463",2012,"Unknown","Ymca Stone Road"
"3464",2012,"Unknown","York Ph York Road"
"3465",2012,"Unknown","A38 Expressway, Birmingham"
"3466",2012,"Unknown","Aberdeen St Winson Green"
"3467",2012,"Unknown","Adcadian Centre Ladywell Walk"
"3468",2012,"Unknown","Alexander Avenue"
"3469",2012,"Unknown","Alley  Way Off Arcadian Palace, Hurst Street"
"3470",2012,"Unknown","Applewood Grove Cradley Heath"
"3471",2012,"Unknown","Arca Bar, City Centre"
"3472",2012,"Unknown","Arcadian"
"3479",2012,"Unknown","Arcadian Centre"
"3489",2012,"Unknown","Arcadian Centre Ladywell Walk"
"3490",2012,"Unknown","Arcadian Centre, Birmingham"
"3491",2012,"Unknown","Arcadian Centre, City Centre"
"3492",2012,"Unknown","Arcadian Centre, City Centre, Birmingham"
"3493",2012,"Unknown","Arcadian Centre,City Centre"
"3494",2012,"Unknown","Arcadian City Centre"
"3495",2012,"Unknown","Arcadian,"
"3496",2012,"Unknown","Arcadian, Birmingham"
"3498",2012,"Unknown","Arcadian, City Centre"
"3501",2012,"Unknown","Arcadian."
"3506",2012,"Unknown","Arka Bar, Arcadian Bar"
"3507",2012,"Unknown","Aston Hotel, Witton Lane"
"3508",2012,"Unknown","Aston Police Station"
"3509",2012,"Unknown","Aston Street, City Centre"
"3510",2012,"Unknown","Bacchus Road, Winson Green"
"3511",2012,"Unknown","Bar Risa, Broad St, Birmingham"
"3512",2012,"Unknown","Bennetts Hill"
"3513",2012,"Unknown","Berkeley St, Birmingham"
"3514",2012,"Unknown","Berkeley St, Birmingham City Centre"
"3515",2012,"Unknown","Berkley  Street, Birmingham"
"3516",2012,"Unknown","Bham Central Front Office"
"3517",2012,"Unknown","Bierton Road, Yardley"
"3518",2012,"Unknown","Birchfield Lane Oldbury"
"3519",2012,"Unknown","Birkley Road, City Centre"
"3520",2012,"Unknown","Birkley Street, City Centre"
"3521",2012,"Unknown","Birmingham Central Police Station"
"3522",2012,"Unknown","Birmingham Central Ps"
"3524",2012,"Unknown","Birmingham Hippodrome."
"3525",2012,"Unknown","Birmingham Magistrates Court"
"3526",2012,"Unknown","Birmingham New Street Station"
"3529",2012,"Unknown","Bishopgate St"
"3531",2012,"Unknown","Bishopgate Street"
"3532",2012,"Unknown","Bliss, Broad St"
"3533",2012,"Unknown","Borad St"
"3534",2012,"Unknown","Borad Street"
"3535",2012,"Unknown","Bordesley Park Rd"
"3536",2012,"Unknown","Bp Waterlane Middleway"
"3539",2012,"Unknown","Braod Street, Birmingham"
"3540",2012,"Unknown","Braod Street, City Centre"
"3541",2012,"Unknown","Brass House, Broad Street"
"3542",2012,"Unknown","Bridge Street Junction Broad Street"
"3544",2012,"Unknown","Bristol St"
"3545",2012,"Unknown","Bristol Street, City Centre"
"3546",2012,"Unknown","Broad  Street"
"3547",2012,"Unknown","Broad City, Birmingham"
"3548",2012,"Unknown","Broad St"
"3582",2012,"Unknown","Broad St Bham"
"3583",2012,"Unknown","Broad St Birmingham"
"3584",2012,"Unknown","Broad St City Centre"
"3586",2012,"Unknown","Broad St, Birmingham"
"3600",2012,"Unknown","Broad St, City Centre"
"3665",2012,"Unknown","Broad Street (O/S Obar)"
"3666",2012,"Unknown","Broad Street Birmingham"
"3667",2012,"Unknown","Broad Street City Centre"
"3668",2012,"Unknown","Broad Street Near Gatecrashers"
"3669",2012,"Unknown","Broad Street O/S Flares"
"3670",2012,"Unknown","Broad Street,"
"3673",2012,"Unknown","Broad Street, Birmingham"
"3686",2012,"Unknown","Broad Street, City Centre"
"3708",2012,"Unknown","Broad Street, City Centre, Birmingham"
"3709",2012,"Unknown","Broad Street, City Centre."
"3710",2012,"Unknown","Broad Street, O/S Big Bites"
"3711",2012,"Unknown","Broad Street,City Centre"
"3712",2012,"Unknown","Bromsgrove Street"
"3713",2012,"Unknown","Bromsgrove Street, Birmingham"
"3714",2012,"Unknown","Bromsgrove Street, City Centre"
"3715",2012,"Unknown","Bull Ring"
"3716",2012,"Unknown","Canalside, Ramada  Mailbox"
"3717",2012,"Unknown","Carrs Lane City Centre"
"3718",2012,"Unknown","Carrs Lane, Birmingham"
"3719",2012,"Unknown","Carrs Lane, City Centre."
"3727",2012,"Unknown","Chamberlain Square, Birmingham"
"3730",2012,"Unknown","Chamberlain Square, City Centre"
"3731",2012,"Unknown","Churchill Road"
"3732",2012,"Unknown","City Hospital"
"3734",2012,"Unknown","City Hospital, Birmingham"
"3737",2012,"Unknown","City Hospital, Dudley Road"
"3738",2012,"Unknown","City Hospital,Dudley Road"
"3739",2012,"Unknown","Colmore Row"
"3740",2012,"Unknown","Colmore Row, City Centre"
"3741",2012,"Unknown","Constitution Hill"
"3742",2012,"Unknown","Coopers Road, Handsworth"
"3743",2012,"Unknown","Corporation St"
"3744",2012,"Unknown","Corporation Street"
"3745",2012,"Unknown","Coxwell Road, Ladywood"
"3748",2012,"Unknown","Dale End, City Centre"
"3749",2012,"Unknown","Digbeth Coach Station"
"3751",2012,"Unknown","Digbeth Coach Station, City Centre"
"3753",2012,"Unknown","Digbeth High St"
"3759",2012,"Unknown","Digbeth High Street"
"3766",2012,"Unknown","Dudley Road"
"3767",2012,"Unknown","Dyas Avenue, Great Barr"
"3768",2012,"Unknown","Edgbaston St, Birmingham"
"3769",2012,"Unknown","Essex Street, City Centre"
"3770",2012,"Unknown","Felstone Road,Great Barr"
"3771",2012,"Unknown","Fiveways, Broad Street"
"3772",2012,"Unknown","Flare, Broad Street"
"3773",2012,"Unknown","Fletchers Walk"
"3774",2012,"Unknown","Garrison Lane"
"3775",2012,"Unknown","Gas St"
"3776",2012,"Unknown","Gas St City Centre"
"3777",2012,"Unknown","Gas St, Birmingham"
"3778",2012,"Unknown","Gas Street"
"3780",2012,"Unknown","Gas Street, City Centre"
"3782",2012,"Unknown","Gatecrashers"
"3783",2012,"Unknown","Grange Road"
"3784",2012,"Unknown","Granville Street, City Centre"
"3785",2012,"Unknown","Granville Street, Off Broad Street, Birmingham"
"3786",2012,"Unknown","Great Colmore Street"
"3787",2012,"Unknown","Great Hampton St, Birmingham"
"3789",2012,"Unknown","Guild Close"
"3793",2012,"Unknown","Handsworth New Road, Birmingham"
"3794",2012,"Unknown","Handsworth Wood Road"
"3795",2012,"Unknown","Hawthorns Football Ground"
"3796",2012,"Unknown","Heathfield Avenue, Handsworth"
"3797",2012,"Unknown","Heathfield Road, Lozells"
"3799",2012,"Unknown","High Street, Digbeth"
"3801",2012,"Unknown","Highgate Street"
"3802",2012,"Unknown","Hill St"
"3803",2012,"Unknown","Hill Street, City Centre"
"3804",2012,"Unknown","Holiday Street, Handsworth"
"3806",2012,"Unknown","Holloway Head"
"3807",2012,"Unknown","Hollyhead Road, Handsworth, Birmingham"
"3808",2012,"Unknown","Holte End, Villa Park."
"3812",2012,"Unknown","Horsefair Street"
"3813",2012,"Unknown","Horsefair, Birmingham."
"3814",2012,"Unknown","Horsefair, City Centre"
"3816",2012,"Unknown","Horsefairs"
"3817",2012,"Unknown","Hurst St"
"3818",2012,"Unknown","Hurst St, Birmingham"
"3821",2012,"Unknown","Hurst Steet, Birmingham"
"3833",2012,"Unknown","Hurst Street, Birmingham City Centre"
"3834",2012,"Unknown","Hurst Street, City Centre"
"3835",2012,"Unknown","Hursyt Street"
"3836",2012,"Unknown","Husrt Street"
"3837",2012,"Unknown","Icknield Port Road"
"3838",2012,"Unknown","Icknield St"
"3839",2012,"Unknown","Island Apartments"
"3840",2012,"Unknown","Islington Row City Centre"
"3841",2012,"Unknown","Ivy Road"
"3842",2012,"Unknown","Ivy Road, Handsworth"
"3843",2012,"Unknown","John Bright St"
"3844",2012,"Unknown","Kerryman Public House, Digbeth"
"3845",2012,"Unknown","Kings Road"
"3846",2012,"Unknown","Kings Standing Road"
"3847",2012,"Unknown","Kingstanding Road,Kingstanding"
"3848",2012,"Unknown","Ladywell Walk"
"3855",2012,"Unknown","Ladywell Walk Arcadian"
"3856",2012,"Unknown","Ladywell Walk,"
"3857",2012,"Unknown","Ladywell Walk, City Centre"
"3860",2012,"Unknown","Ladywell Walk, O/S Ibis Hotel, City Centre"
"3863",2012,"Unknown","Ladywell Walk, O/S Sense Nightclub"
"3864",2012,"Unknown","Ladywell Walk,City Centre"
"3865",2012,"Unknown","Ladywood ( Road Name U/K )"
"3866",2012,"Unknown","Landon Street, Highgate"
"3867",2012,"Unknown","Livery Street, City Centre"
"3868",2012,"Unknown","Lodge Road"
"3870",2012,"Unknown","Lozells Road, Birmingham"
"3871",2012,"Unknown","Ludgate Hill, Birmingham"
"3872",2012,"Unknown","Main Concourse, Bham New Street"
"3873",2012,"Unknown","Main Concourse, New Street Station."
"3874",2012,"Unknown","Mcdonald St, Highgate"
"3875",2012,"Unknown","Mcdonalds  Small Heath"
"3877",2012,"Unknown","Mcdonalds, Cherry Street, Birmingham"
"3881",2012,"Unknown","Middleway View"
"3882",2012,"Unknown","Mono Bar, Arcadian"
"3883",2012,"Unknown","N/K"
"3884",2012,"Unknown","Navigation St"
"3885",2012,"Unknown","Nechells Park Road"
"3890",2012,"Unknown","New St"
"3894",2012,"Unknown","New St Station"
"3900",2012,"Unknown","New St Stn"
"3920",2012,"Unknown","New Street Station, Birmingham"
"3922",2012,"Unknown","New Street Station."
"3923",2012,"Unknown","New Street, Birmingham"
"3924",2012,"Unknown","New Street, City Centre"
"3929",2012,"Unknown","New Street, City Centre."
"3930",2012,"Unknown","Newtown Drive, Newtown"
"3931",2012,"Unknown","Ninehva Road"
"3932",2012,"Unknown","Nineva Road, Handlworth"
"3933",2012,"Unknown","Ninevah Road, Birmingham"
"3934",2012,"Unknown","Niniva Road, Handsworth"
"3935",2012,"Unknown","O/S Bliss Nightclub"
"3936",2012,"Unknown","O/S Bliss, Broad Street"
"3937",2012,"Unknown","O/S Gatecrasher, Broad Street"
"3942",2012,"Unknown","O/S New Street Train Station"
"3943",2012,"Unknown","O/S Ricco, Broad Street"
"3944",2012,"Unknown","O/S St Martins Hospital, Bull Ring Area"
"3946",2012,"Unknown","O/S Thornhill Road Police Station"
"3947",2012,"Unknown","O/S Walkabout Broad Street"
"3948",2012,"Unknown","O/S Walkabout, Broad Street"
"3949",2012,"Unknown","O/S Walkabout, Broad Street, Birmingham"
"3950",2012,"Unknown","O2 Acadamy,Bristol Street"
"3951",2012,"Unknown","O2 Academy, Birmingham"
"3952",2012,"Unknown","Old Snow Hill"
"3953",2012,"Unknown","Outside Arcadia Centre, City Centre"
"3954",2012,"Unknown","Outside Bliss,Broad Street"
"3955",2012,"Unknown","Outside The Village Ph Digbeth"
"3956",2012,"Unknown","Oxford Street, Digbeth"
"3957",2012,"Unknown","Oxhill Road, Handsworth, Birmingham"
"3958",2012,"Unknown","Paradise Circus, Birmingham"
"3959",2012,"Unknown","Paradise Circus, City Centre"
"3960",2012,"Unknown","Paradise Forum"
"3962",2012,"Unknown","Park Road"
"3963",2012,"Unknown","Park Street"
"3965",2012,"Unknown","Peel Street"
"3966",2012,"Unknown","Pershore Street, City Centre"
"3967",2012,"Unknown","Pershore Street, City Centre."
"3968",2012,"Unknown","Pic's H/A"
"3969",2012,"Unknown","Platform 7, Birmingham New Street"
"3970",2012,"Unknown","Princip St"
"3971",2012,"Unknown","Prior Queens Way"
"3972",2012,"Unknown","Priory Queensway"
"3973",2012,"Unknown","Priory Square"
"3974",2012,"Unknown","Putney Road, Handsworth"
"3975",2012,"Unknown","Queens Way"
"3976",2012,"Unknown","Queens Way, Birmingham City Centre"
"3977",2012,"Unknown","Queslett Road, Great Barr"
"3978",2012,"Unknown","Rainbow Bar, Digbeth, Birmingham"
"3979",2012,"Unknown","Rainbow Warehouse Club"
"3981",2012,"Unknown","Rea  Street, Digbeth"
"3982",2012,"Unknown","Rea Street, City Centre"
"3983",2012,"Unknown","Reception Area Of Ibis Hotel, Ladywell Walk"
"3984",2012,"Unknown","Richmond Road, Stechford"
"3985",2012,"Unknown","Rococco, Broad St, Birmingham"
"3986",2012,"Unknown","Rookery Road"
"3987",2012,"Unknown","Rushden Street, Ladywood"
"3988",2012,"Unknown","Sainsbury Oldbury"
"3990",2012,"Unknown","Sheepcote Street Back Of Brindley Place"
"3991",2012,"Unknown","Sherlock St"
"3992",2012,"Unknown","Sherlock St, Birmingham"
"3993",2012,"Unknown","Small Brook, Queensway"
"3994",2012,"Unknown","Smallbrook Queensway"
"4000",2012,"Unknown","Smallbrook Queensway, Birmingham"
"4001",2012,"Unknown","Soho Road"
"4005",2012,"Unknown","Soho Road, Handsworth"
"4006",2012,"Unknown","Spical Street"
"4007",2012,"Unknown","Spiceal Street, Bullring"
"4008",2012,"Unknown","Springhill Winson Green"
"4009",2012,"Unknown","St Johns Walk"
"4010",2012,"Unknown","St Martins Church, Bullring"
"4012",2012,"Unknown","St Martins Queensway"
"4013",2012,"Unknown","St Martins Square, City Centre"
"4014",2012,"Unknown","St Phillips Cathedral"
"4015",2012,"Unknown","St Phillips Churchyard, Temple Row"
"4016",2012,"Unknown","Star City"
"4017",2012,"Unknown","Star City, Birmingham"
"4018",2012,"Unknown","Stealhouse Lane"
"4019",2012,"Unknown","Steelhouse Lane"
"4021",2012,"Unknown","Steelhouse Lane City Centre"
"4022",2012,"Unknown","Steelhouse Lane Police Station"
"4023",2012,"Unknown","Suffolk Street Queensway, City Centre"
"4024",2012,"Unknown","Summer Row, Birmingham"
"4026",2012,"Unknown","Summer Row,City Centre"
"4027",2012,"Unknown","Tanhouse Fish Bar"
"4028",2012,"Unknown","Tescos, Aston"
"4029",2012,"Unknown","Tescos, New Street"
"4030",2012,"Unknown","Tew Park Road Handsworth"
"4031",2012,"Unknown","The Arcadian Centre"
"4032",2012,"Unknown","The Bullring,"
"4033",2012,"Unknown","The Review Bar, Arcadian, Birmingham"
"4034",2012,"Unknown","Thimblemill Road, Smethwick"
"4035",2012,"Unknown","Three Shires Oak Road, Bearwood"
"4036",2012,"Unknown","Union Passage"
"4037",2012,"Unknown","Union Street, City Centre"
"4038",2012,"Unknown","Upper Bull St O/S Priory Court"
"4039",2012,"Unknown","Upper Dean St"
"4040",2012,"Unknown","Upper Dean Street, Birmingham"
"4041",2012,"Unknown","Vauxhall Road, Neachells"
"4043",2012,"Unknown","Vicarage Road,Handsworth"
"4044",2012,"Unknown","Vicarge Road, Edgbaston"
"4045",2012,"Unknown","Victoria Square"
"4048",2012,"Unknown","Victoria Square Step, Birmingham"
"4049",2012,"Unknown","Victoria Square. City Centre."
"4050",2012,"Unknown","Villa Road,Lozells"
"4051",2012,"Unknown","Wallface, West Bromwich"
"4052",2012,"Unknown","Waters Street"
"4053",2012,"Unknown","Waverhill Park, Handsworth"
"4054",2012,"Unknown","Waverly Hill Park"
"4055",2012,"Unknown","Wellington Crescent, Handsworth, Birmingham"
"4056",2012,"Unknown","West Avenue, Handsworth Wood"
"4057",2012,"Unknown","Whitmore St"
"4058",2012,"Unknown","Whitmore Street, Bordesley Green"
"4059",2012,"Unknown","Whitomore St"
"4060",2012,"Unknown","Willes Road"
"4061",2012,"Unknown","Winson St"
"4063",2012,"Unknown","Witton Lodge Road, Erdington"
"4064",2012,"Unknown","Wright Street,Small Heath"
"4065",2012,"Unknown","Wrottesley St"
"4066",2012,"Coventry","Gosford St"
"4067",2012,"Unknown","Albany Ph"
"4068",2012,"Unknown","Allard Way, Coventry"
"4069",2012,"Unknown","Allesley Old Rd ,Coventry."
"4070",2012,"Unknown","Allton Road"
"4071",2012,"Unknown","Ansty Road"
"4072",2012,"Unknown","Arena Park , Coventry."
"4073",2012,"Unknown","Beake Avneue"
"4076",2012,"Unknown","Bedlam Lane"
"4077",2012,"Unknown","Bedlam Road"
"4078",2012,"Unknown","Birmingham International"
"4079",2012,"Unknown","Birmingham International Railway Station"
"4080",2012,"Unknown","Blackberry Lane"
"4081",2012,"Unknown","Bowers Close"
"4082",2012,"Unknown","Britannia Hotel"
"4083",2012,"Unknown","Broad Park Road"
"4084",2012,"Unknown","Broadgate"
"4085",2012,"Unknown","Calcott House, Chace Avenue, Coventry"
"4086",2012,"Unknown","Car Park Arena Park"
"4087",2012,"Unknown","Carmelite Road"
"4088",2012,"Unknown","Chace Avenue Police Staion, Front Office."
"4089",2012,"Unknown","Clay Lane"
"4090",2012,"Unknown","Concourse Sky Dome"
"4095",2012,"Unknown","Coundon Wedge Drive Coventry"
"4096",2012,"Unknown","Coventry Central Police Station"
"4098",2012,"Unknown","Coventry Oak Ph"
"4099",2012,"Unknown","Cox St Coventry"
"4100",2012,"Unknown","Croft Road"
"4102",2012,"Unknown","Croft Road Coventry"
"4103",2012,"Unknown","Cross Cheaping"
"4104",2012,"Unknown","Cvfo"
"4108",2012,"Unknown","Denham Avenue"
"4109",2012,"Unknown","Earlsdon Street"
"4110",2012,"Unknown","Elliman Gardens"
"4111",2012,"Unknown","Ellys Road ,Radford."
"4112",2012,"Unknown","Far Gosford Street"
"4114",2012,"Unknown","Flying Standard"
"4115",2012,"Unknown","Flying Standard, Trinity Street, Coventry"
"4116",2012,"Unknown","Foleshill Rd"
"4117",2012,"Unknown","Foleshill Road"
"4119",2012,"Unknown","Foleshill Road, Coventry"
"4120",2012,"Unknown","Front Office"
"4122",2012,"Unknown","Front Office Car Park ,Little Park St ,Coventry."
"4123",2012,"Unknown","Front Office, Little Park St , Coventry"
"4124",2012,"Unknown","Gosford Street"
"4126",2012,"Unknown","Gosford Street, Coventry"
"4127",2012,"Unknown","Grangemouth Road"
"4128",2012,"Unknown","Hale Street"
"4130",2012,"Unknown","Hales Street"
"4132",2012,"Unknown","Hampton Road Coventry"
"4133",2012,"Unknown","Harnall Lane West , Coventry."
"4134",2012,"Unknown","Harnell Lane East"
"4136",2012,"Unknown","Harper Road, Coventry"
"4138",2012,"Unknown","Heath Road"
"4139",2012,"Unknown","Hersal Common"
"4140",2012,"Unknown","Hertford Street"
"4141",2012,"Unknown","Hollybush Ph"
"4143",2012,"Unknown","Holyhead Road, Coventry."
"4144",2012,"Unknown","Homer Road"
"4145",2012,"Unknown","Jardine Crescent"
"4146",2012,"Unknown","Jordan Well"
"4147",2012,"Unknown","Jtn 5 Coventry Ring Road"
"4148",2012,"Unknown","Jubilee Crescent"
"4149",2012,"Unknown","Kasbah"
"4150",2012,"Unknown","Kasbah Night Club, Coventry"
"4151",2012,"Unknown","Kenilworth Rd ,Coventry."
"4152",2012,"Unknown","King William Street, Coventry"
"4153",2012,"Unknown","Little Park St"
"4154",2012,"Unknown","Little Park St ,Coventry."
"4155",2012,"Unknown","Little Park Street"
"4159",2012,"Unknown","Little Park Street, City Centre"
"4160",2012,"Unknown","Longford"
"4161",2012,"Unknown","Longford Road"
"4162",2012,"Unknown","Lower Ford Street"
"4164",2012,"Unknown","Lower Holyhead Road, Coventry."
"4165",2012,"Unknown","Lyndale Road"
"4166",2012,"Unknown","Ma Front Office"
"4167",2012,"Unknown","Mafo"
"4169",2012,"Unknown","Market Way , Coventry."
"4170",2012,"Unknown","Marlcroft"
"4171",2012,"Unknown","Masser Road"
"4176",2012,"Unknown","Mb Front Office"
"4177",2012,"Unknown","Mcfo"
"4178",2012,"Unknown","Meadow St"
"4179",2012,"Unknown","Middlemarch Road"
"4180",2012,"Unknown","Middlemarch Road ,Radford ,Coventry."
"4181",2012,"Unknown","Mile Lane"
"4183",2012,"Unknown","Millennium Place"
"4184",2012,"Unknown","Moore Street"
"4185",2012,"Unknown","Murray Road"
"4186",2012,"Unknown","New Union Street"
"4189",2012,"Unknown","Outside Cvfo"
